"","simulatedAnswer","item","normResponse0","normResponse1","simRank1","workerid","obj1","Answer.score_quiz3","guessRank1","utterance","blockNr","pref1","guessRank2","numFeatures","certainty","targetUttCode","simPreference2","order1","order2","targetFeature","response0","Answer.score_quiz1","response1","obj3","order0","pref0","trialNum","Answer.time_in_minutes","sex","response2","simPreference0","featuresPresent","evalNum","simPreference1","slide_number","obj2","name","simRank2","uttCode","targetFeatureNum","simRank0","guessRank0","trial_type","pref2","normResponse2","Answer.score_quiz2"
"123",131,2070,0.5,0.5,NA,10,131,2,NA,"blue",0,"circle",NA,4,NA,"22a2b-2b",0.5,112,131,"shape",1,3,1,312,312,"cloud",2,12.9597833333333,"female",0,0,"['solid', 'polka-dotted', 'blue', 'red']",NA,1,5,112,"task",NA,"22a2b",1,NA,NA,"task","square",0,3
"124",212,7330,0.5,0.5,NA,10,331,2,NA,"solid",0,"circle",NA,4,NA,"22a2b-2a",0.5,332,212,"shape",1,3,1,332,331,"cloud",3,12.9597833333333,"female",0,0,"['solid', 'polka-dotted', 'blue', 'red']",NA,1,6,212,"task",NA,"22a2b",1,NA,NA,"task","square",0,3
"125",NA,NA,NA,NA,NA,10,NA,2,NA,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,12.9597833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"126",NA,NA,NA,NA,"square",10,NA,2,"circle",NA,NA,NA,"square",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,12.9597833333333,NA,NA,NA,NA,1,NA,NA,NA,NA,"cloud",NA,NA,"circle","cloud",NA,NA,NA,3
"127",322,5531,0,1,NA,10,231,2,NA,"square",1,"striped",NA,5,NA,"22b1-2",0.5,322,132,"texture",0,3,1,132,231,"solid",0,12.9597833333333,"female",0,0,"['cloud', 'circle', 'square', 'blue', 'red']",NA,1,11,322,"task",NA,"22b1",2,NA,NA,"task","polka-dotted",0,3
"128",222,3291,0,1,NA,10,231,2,NA,"circle",1,"striped",NA,4,NA,"22b1-3",0.5,231,222,"texture",0,3,1,222,112,"solid",1,12.9597833333333,"female",0,0,"['cloud', 'circle', 'blue', 'red']",NA,1,12,112,"task",NA,"22b1",2,NA,NA,"task","polka-dotted",0,3
"129",113,8850,0.5,0.5,NA,10,121,2,NA,"green",1,"striped",NA,4,NA,"321-2",0.5,121,122,"texture",1,3,1,113,113,"solid",2,12.9597833333333,"female",0,0,"['cloud', 'blue', 'red', 'green']",NA,1,13,122,"task",NA,"321",2,NA,NA,"task","polka-dotted",0,3
"130",323,19481,0.310344827586207,0.689655172413793,NA,10,131,2,NA,"green",1,"striped",NA,5,NA,"211-3",0.5,323,131,"texture",0.45,3,1,323,213,"solid",3,12.9597833333333,"female",0,0,"['cloud', 'circle', 'square', 'blue', 'green']",NA,1,14,213,"task",NA,"211",2,NA,NA,"task","polka-dotted",0,3
"131",NA,NA,NA,NA,NA,10,NA,2,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,12.9597833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"132",NA,NA,NA,NA,"polka-dotted",10,NA,2,"solid",NA,NA,NA,"polka-dotted",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,12.9597833333333,NA,NA,NA,NA,2,NA,NA,NA,NA,"solid",NA,NA,"striped","striped",NA,NA,NA,3
"133",232,6350,0.157894736842105,0.842105263157895,NA,11,112,4,NA,"polka-dotted",0,"circle",NA,4,NA,"321-2",0,112,122,"shape",0.15,4,0.8,232,232,"cloud",0,15.0295833333333,"female",0,0.5,"['solid', 'striped', 'polka-dotted', 'red']",NA,1,3,122,"task",NA,"321",1,NA,NA,"task","square",0,3
"134",222,14340,0.0952380952380952,0.857142857142857,NA,11,222,4,NA,"red",0,"circle",NA,3,NA,"321-3",0,123,322,"shape",0.1,4,0.9,123,222,"cloud",1,15.0295833333333,"female",0.05,0.5,"['striped', 'red', 'green']",NA,1,4,322,"task",NA,"321",1,NA,NA,"task","square",0.0476190476190476,3
"135",223,22680,0.0909090909090909,0.818181818181818,NA,11,222,4,NA,"green",0,"circle",NA,4,NA,"22a2b-2a",0,133,223,"shape",0.1,4,0.9,133,222,"cloud",2,15.0295833333333,"female",0.1,0.5,"['striped', 'polka-dotted', 'red', 'green']",NA,1,5,223,"task",NA,"22a2b",1,NA,NA,"task","square",0.0909090909090909,3
"136",233,29220,0,1,NA,11,223,4,NA,"polka-dotted",0,"circle",NA,3,NA,"322b-2",0,233,223,"shape",0,4,1,333,333,"cloud",3,15.0295833333333,"female",0,0.5,"['striped', 'polka-dotted', 'green']",NA,1,6,233,"task",NA,"322b",1,NA,NA,"task","square",0,3
"137",NA,NA,NA,NA,NA,11,NA,4,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,15.0295833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"138",NA,NA,NA,NA,"cloud",11,NA,4,"square",NA,NA,NA,"cloud",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,15.0295833333333,NA,NA,NA,NA,2,NA,NA,NA,NA,"square",NA,NA,"circle","circle",NA,NA,NA,3
"139",111,11400,0.636363636363636,0.0909090909090909,NA,11,111,4,NA,"blue",1,"circle",NA,3,NA,"321-3",0,211,111,"shape",0.7,4,0.1,313,313,"cloud",0,15.0295833333333,"female",0.3,1,"['solid', 'blue', 'green']",NA,0.5,11,211,"task",NA,"321",1,NA,NA,"task","square",0.272727272727273,3
"140",132,8150,0.727272727272727,0.136363636363636,NA,11,132,4,NA,"red",1,"circle",NA,2,NA,"331-3",0,332,132,"shape",0.8,4,0.15,332,232,"cloud",1,15.0295833333333,"female",0.15,1,"['polka-dotted', 'red']",NA,0.5,12,232,"task",NA,"331",1,NA,NA,"task","square",0.136363636363636,3
"141",232,12710,0.761904761904762,0.19047619047619,NA,11,312,4,NA,"red",1,"circle",NA,4,NA,"22a2b-2a",0,232,312,"shape",0.8,4,0.2,313,313,"cloud",2,15.0295833333333,"female",0.05,1,"['solid', 'polka-dotted', 'red', 'green']",NA,0.5,13,232,"task",NA,"22a2b",1,NA,NA,"task","square",0.0476190476190476,3
"142",213,19480,0.9,0.1,NA,11,131,4,NA,"green",1,"circle",NA,5,NA,"211-3",0,131,213,"shape",0.9,4,0.1,323,323,"cloud",3,15.0295833333333,"female",0,1,"['solid', 'striped', 'polka-dotted', 'blue', 'green']",NA,0.5,14,213,"task",NA,"211",1,NA,NA,"task","square",0,3
"143",NA,NA,NA,NA,NA,11,NA,4,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,15.0295833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"144",NA,NA,NA,NA,"circle",11,NA,4,"circle",NA,NA,NA,"square",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,15.0295833333333,NA,NA,NA,NA,3,NA,NA,NA,NA,"square",NA,NA,"cloud","cloud",NA,NA,NA,3
"181",222,25441,0.333333333333333,0.666666666666667,NA,15,222,0,NA,"circle",0,"red",NA,3,NA,"322b-2",0,223,233,"color",0.5,2,1,233,222,"blue",0,9.27818333333333,"female",0,1,"['circle', 'striped', 'polka-dotted']",NA,0.5,3,223,"task",NA,"322b",3,NA,NA,"task","green",0,3
"182",332,28931,0.333333333333333,0.666666666666667,NA,15,332,0,NA,"square",0,"red",NA,3,NA,"322b-2",0,332,133,"color",0.5,2,1,333,333,"blue",1,9.27818333333333,"female",0,1,"['cloud', 'square', 'polka-dotted']",NA,0.5,4,133,"task",NA,"322b",3,NA,NA,"task","green",0,3
"183",121,13691,1,0,NA,15,121,0,NA,"cloud",0,"red",NA,3,NA,"321-3",0,121,123,"color",1,2,0,123,112,"blue",2,9.27818333333333,"female",0,1,"['cloud', 'solid', 'striped']",NA,0.5,5,112,"task",NA,"321",3,NA,NA,"task","green",0,3
"184",323,17892,0,0,NA,15,121,0,NA,"square",0,"red",NA,4,NA,"22a2b-2a",0,323,131,"color",0,2,0,323,121,"blue",3,9.27818333333333,"female",1,1,"['cloud', 'square', 'striped', 'polka-dotted']",NA,0.5,6,131,"task",NA,"22a2b",3,NA,NA,"task","green",1,3
"185",NA,NA,NA,NA,NA,15,NA,0,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,9.27818333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"186",NA,NA,NA,NA,"red",15,NA,0,"red",NA,NA,NA,"blue",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,9.27818333333333,NA,NA,NA,NA,0,NA,NA,NA,NA,"green",NA,NA,"blue","green",NA,NA,NA,3
"187",221,3710,0,1,NA,15,211,0,NA,"blue",1,"circle",NA,4,NA,"22a2b-2a",0,322,211,"shape",0,2,1,322,221,"cloud",0,9.27818333333333,"female",0,0.5,"['solid', 'striped', 'blue', 'red']",NA,1,11,221,"task",NA,"22a2b",1,NA,NA,"task","square",0,3
"188",312,2820,0,0,NA,15,231,0,NA,"solid",1,"circle",NA,5,NA,"211-3",0,231,312,"shape",0,2,0,122,122,"cloud",1,9.27818333333333,"female",1,0.5,"['solid', 'striped', 'polka-dotted', 'blue', 'red']",NA,1,12,312,"task",NA,"211",1,NA,NA,"task","square",1,3
"189",123,19870,1,0,NA,15,131,0,NA,"striped",1,"circle",NA,4,NA,"22a2b-2b",0,123,131,"shape",1,2,0,323,323,"cloud",2,9.27818333333333,"female",0,0.5,"['striped', 'polka-dotted', 'blue', 'green']",NA,1,13,123,"task",NA,"22a2b",1,NA,NA,"task","square",0,3
"190",312,26550,0,0,NA,15,111,0,NA,"red",1,"circle",NA,5,NA,"22b1-2",0,312,333,"shape",0,2,0,333,111,"cloud",3,9.27818333333333,"female",1,0.5,"['solid', 'polka-dotted', 'blue', 'red', 'green']",NA,1,14,312,"task",NA,"22b1",1,NA,NA,"task","square",1,3
"191",NA,NA,NA,NA,NA,15,NA,0,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,9.27818333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"192",NA,NA,NA,NA,"cloud",15,NA,0,"circle",NA,NA,NA,"cloud",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,9.27818333333333,NA,NA,NA,NA,1,NA,NA,NA,NA,"square",NA,NA,"circle","square",NA,NA,NA,3
"193",121,17890,0.354166666666667,0.291666666666667,NA,16,121,3,NA,"blue",0,"circle",NA,4,NA,"22a2b-2a",0.5,323,131,"shape",0.85,1,0.7,323,121,"cloud",0,20.8343333333333,"female",0.85,0,"['striped', 'polka-dotted', 'blue', 'green']",NA,1,3,131,"task",NA,"22a2b",1,NA,NA,"task","square",0.354166666666667,1
"194",123,14340,0.274509803921569,0.352941176470588,NA,16,222,3,NA,"green",0,"circle",NA,3,NA,"321-3",0.5,222,322,"shape",0.7,1,0.9,123,123,"cloud",1,20.8343333333333,"female",0.95,0,"['striped', 'red', 'green']",NA,1,4,322,"task",NA,"321",1,NA,NA,"task","square",0.372549019607843,1
"195",223,22680,0.36,0.32,NA,16,222,3,NA,"green",0,"circle",NA,4,NA,"22a2b-2a",0.5,222,133,"shape",0.9,1,0.8,133,223,"cloud",2,20.8343333333333,"female",0.8,0,"['striped', 'polka-dotted', 'red', 'green']",NA,1,5,223,"task",NA,"22a2b",1,NA,NA,"task","square",0.32,1
"196",211,9690,0.307692307692308,0.307692307692308,NA,16,111,3,NA,"blue",0,"circle",NA,3,NA,"322b-2",0.5,111,213,"shape",0.6,1,0.6,213,211,"cloud",3,20.8343333333333,"female",0.75,0,"['solid', 'blue', 'green']",NA,1,6,211,"task",NA,"322b",1,NA,NA,"task","square",0.384615384615385,1
"197",NA,NA,NA,NA,NA,16,NA,3,NA,NA,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,20.8343333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"198",NA,NA,NA,NA,"square",16,NA,3,"circle",NA,NA,NA,"cloud",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,20.8343333333333,NA,NA,NA,NA,2,NA,NA,NA,NA,"cloud",NA,NA,"circle","square",NA,NA,NA,1
"199",212,5072,0.32,0.36,NA,16,231,3,NA,"circle",1,"red",NA,4,NA,"22b2b-2",0.5,132,231,"color",0.8,1,0.9,132,212,"blue",0,20.8343333333333,"female",0.8,0,"['cloud', 'circle', 'solid', 'polka-dotted']",NA,1,11,212,"task",NA,"22b2b",3,NA,NA,"task","green",0.32,1
"200",233,24131,0.297872340425532,0.319148936170213,NA,16,331,3,NA,"circle",1,"red",NA,4,NA,"311-3",0.5,233,132,"color",0.7,1,0.75,233,331,"blue",1,20.8343333333333,"female",0.9,0,"['cloud', 'circle', 'square', 'polka-dotted']",NA,1,12,132,"task",NA,"311",3,NA,NA,"task","green",0.382978723404255,1
"201",212,1211,0.346938775510204,0.346938775510204,NA,16,111,3,NA,"circle",1,"red",NA,4,NA,"321-2",0.5,311,212,"color",0.85,1,0.85,212,111,"blue",2,20.8343333333333,"female",0.75,0,"['cloud', 'circle', 'square', 'solid']",NA,1,13,311,"task",NA,"321",3,NA,NA,"task","green",0.306122448979592,1
"202",231,7921,0.319148936170213,0.319148936170213,NA,16,231,3,NA,"circle",1,"red",NA,4,NA,"321-2",0.5,332,231,"color",0.75,1,0.75,332,132,"blue",3,20.8343333333333,"female",0.85,0,"['cloud', 'circle', 'square', 'polka-dotted']",NA,1,14,132,"task",NA,"321",3,NA,NA,"task","green",0.361702127659574,1
"203",NA,NA,NA,NA,NA,16,NA,3,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,20.8343333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"204",NA,NA,NA,NA,"green",16,NA,3,"red",NA,NA,NA,"blue",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,20.8343333333333,NA,NA,NA,NA,2,NA,NA,NA,NA,"blue",NA,NA,"red","green",NA,NA,NA,1
"205",322,26991,0.5,0.09375,NA,17,331,3,NA,"striped",0,"red",NA,3,NA,"321-3",0,333,322,"color",0.8,2,0.15,333,331,"blue",0,13.9374666666667,"male",0.65,1,"['square', 'striped', 'polka-dotted']",NA,0.5,3,322,"task",NA,"321",3,NA,NA,"task","green",0.40625,3
"206",121,13990,0.5,0.125,NA,17,121,3,NA,"striped",0,"red",NA,2,NA,"331-3",0,123,122,"color",0.8,2,0.2,123,121,"blue",1,13.9374666666667,"male",0.6,1,"['cloud', 'striped']",NA,0.5,4,122,"task",NA,"331",3,NA,NA,"task","green",0.375,3
"207",231,27271,0.5,0.125,NA,17,231,3,NA,"circle",0,"red",NA,3,NA,"321-3",0,232,333,"color",0.8,2,0.2,333,231,"blue",2,13.9374666666667,"male",0.6,1,"['circle', 'square', 'polka-dotted']",NA,0.5,5,232,"task",NA,"321",3,NA,NA,"task","green",0.375,3
"208",323,28641,0.470588235294118,0.0882352941176471,NA,17,312,3,NA,"striped",0,"red",NA,4,NA,"321-2",0,333,312,"color",0.8,2,0.15,333,323,"blue",3,13.9374666666667,"male",0.75,1,"['square', 'solid', 'striped', 'polka-dotted']",NA,0.5,6,323,"task",NA,"321",3,NA,NA,"task","green",0.441176470588235,3
"209",NA,NA,NA,NA,NA,17,NA,3,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,13.9374666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"210",NA,NA,NA,NA,"red",17,NA,3,"green",NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,13.9374666666667,NA,NA,NA,NA,2,NA,NA,NA,NA,"green",NA,NA,"blue","blue",NA,NA,NA,3
"211",231,8592,0.555555555555555,0.37037037037037,NA,17,231,3,NA,"polka-dotted",1,"red",NA,4,NA,"22a1-3",1,112,231,"color",0.75,2,0.5,113,113,"blue",0,13.9374666666667,"male",0.1,0.5,"['cloud', 'circle', 'solid', 'polka-dotted']",NA,0,11,112,"task",NA,"22a1",3,NA,NA,"task","green",0.0740740740740741,3
"212",211,12941,0.533333333333333,0.0333333333333333,NA,17,211,3,NA,"circle",1,"red",NA,4,NA,"321-2",1,113,313,"color",0.8,2,0.05,313,211,"blue",1,13.9374666666667,"male",0.65,0.5,"['cloud', 'circle', 'square', 'solid']",NA,0,12,113,"task",NA,"321",3,NA,NA,"task","green",0.433333333333333,3
"213",212,11851,0.307692307692308,0.461538461538462,NA,17,111,3,NA,"circle",1,"red",NA,4,NA,"311-3",1,313,212,"color",0.6,2,0.9,313,111,"blue",2,13.9374666666667,"male",0.45,0.5,"['cloud', 'circle', 'square', 'solid']",NA,0,13,212,"task",NA,"311",3,NA,NA,"task","green",0.230769230769231,3
"214",212,8662,0.171428571428571,0.514285714285714,NA,17,321,3,NA,"circle",1,"red",NA,5,NA,"211-3",1,113,321,"color",0.3,2,0.9,113,212,"blue",3,13.9374666666667,"male",0.55,0.5,"['cloud', 'circle', 'square', 'solid', 'striped']",NA,0,14,212,"task",NA,"211",3,NA,NA,"task","green",0.314285714285714,3
"215",NA,NA,NA,NA,NA,17,NA,3,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,13.9374666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"216",NA,NA,NA,NA,"blue",17,NA,3,"green",NA,NA,NA,"blue",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,13.9374666666667,NA,NA,NA,NA,1,NA,NA,NA,NA,"red",NA,NA,"green","red",NA,NA,NA,3
"217",221,7621,0.428571428571429,0.542857142857143,NA,18,221,3,NA,"blue",0,"striped",NA,4,NA,"22a2b-2a",0,332,221,"texture",0.75,5,0.95,332,222,"solid",0,14.5136,"female",0.05,1,"['circle', 'square', 'blue', 'red']",NA,0.5,3,222,"task",NA,"22a2b",2,NA,NA,"task","polka-dotted",0.0285714285714286,4
"218",111,23031,0.633333333333333,0.333333333333333,NA,18,111,3,NA,"cloud",0,"striped",NA,4,NA,"22a1-3",0,121,111,"texture",0.95,5,0.5,233,233,"solid",1,14.5136,"female",0.05,1,"['cloud', 'circle', 'blue', 'green']",NA,0.5,4,121,"task",NA,"22a1",2,NA,NA,"task","polka-dotted",0.0333333333333333,4
"219",123,25971,0.37037037037037,0.555555555555555,NA,18,123,3,NA,"cloud",0,"striped",NA,3,NA,"322b-2",0,133,123,"texture",0.5,5,0.75,233,233,"solid",2,14.5136,"female",0.1,1,"['cloud', 'circle', 'green']",NA,0.5,5,133,"task",NA,"322b",2,NA,NA,"task","polka-dotted",0.0740740740740741,4
"220",321,27410,0.321428571428571,0.642857142857143,NA,18,321,3,NA,"blue",0,"striped",NA,4,NA,"321-2",0,332,321,"texture",0.45,5,0.9,333,333,"solid",3,14.5136,"female",0.05,1,"['square', 'blue', 'red', 'green']",NA,0.5,6,332,"task",NA,"321",2,NA,NA,"task","polka-dotted",0.0357142857142857,4
"221",NA,NA,NA,NA,NA,18,NA,3,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,14.5136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"222",NA,NA,NA,NA,"striped",18,NA,3,"solid",NA,NA,NA,"polka-dotted",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,14.5136,NA,NA,NA,NA,2,NA,NA,NA,NA,"polka-dotted",NA,NA,"solid","striped",NA,NA,NA,4
"223",211,29010,0.0555555555555556,0.833333333333333,NA,18,211,3,NA,"blue",1,"circle",NA,4,NA,"22a2b-2b",1,233,333,"shape",0.05,5,0.75,333,211,"cloud",0,14.5136,"female",0.1,0.5,"['solid', 'polka-dotted', 'blue', 'green']",NA,0,11,233,"task",NA,"22a2b",1,NA,NA,"task","square",0.111111111111111,4
"224",331,3950,0.27027027027027,0.459459459459459,NA,18,121,3,NA,"polka-dotted",1,"circle",NA,4,NA,"22b2b-2",1,331,322,"shape",0.5,5,0.85,322,121,"cloud",1,14.5136,"female",0.5,0.5,"['striped', 'polka-dotted', 'blue', 'red']",NA,0,12,331,"task",NA,"22b2b",1,NA,NA,"task","square",0.27027027027027,4
"225",311,0,0.130434782608696,0.130434782608696,NA,18,111,3,NA,"solid",1,"circle",NA,2,NA,"331-3",1,311,111,"shape",0.15,5,0.15,311,211,"cloud",2,14.5136,"female",0.85,0.5,"['solid', 'blue']",NA,0,13,211,"task",NA,"331",1,NA,NA,"task","square",0.739130434782609,4
"226",323,19600,0.333333333333333,0.0666666666666667,NA,18,113,3,NA,"striped",1,"circle",NA,3,NA,"321-3",1,323,113,"shape",0.5,5,0.1,323,213,"cloud",3,14.5136,"female",0.9,0.5,"['solid', 'striped', 'green']",NA,0,14,213,"task",NA,"321",1,NA,NA,"task","square",0.6,4
"227",NA,NA,NA,NA,NA,18,NA,3,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,14.5136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"228",NA,NA,NA,NA,"cloud",18,NA,3,"cloud",NA,NA,NA,"circle",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,14.5136,NA,NA,NA,NA,3,NA,NA,NA,NA,"circle",NA,NA,"square","square",NA,NA,NA,4
"229",123,14130,0.354838709677419,0.32258064516129,NA,19,321,4,NA,"green",0,"circle",NA,4,NA,"311-3",0.5,123,222,"shape",0.55,3,0.5,123,321,"cloud",0,11.4823,"male",0.5,0,"['striped', 'blue', 'red', 'green']",NA,1,3,222,"task",NA,"311",1,NA,NA,"task","square",0.32258064516129,3
"230",122,6360,0.375,0.3125,NA,19,212,4,NA,"striped",0,"circle",NA,4,NA,"321-2",0.5,232,122,"shape",0.6,3,0.5,232,212,"cloud",1,11.4823,"male",0.5,0,"['solid', 'striped', 'polka-dotted', 'red']",NA,1,4,122,"task",NA,"321",1,NA,NA,"task","square",0.3125,3
"231",131,17890,0.375,0.3125,NA,19,121,4,NA,"polka-dotted",0,"circle",NA,4,NA,"22a2b-2a",0.5,131,121,"shape",0.6,3,0.5,323,323,"cloud",2,11.4823,"male",0.5,0,"['striped', 'polka-dotted', 'blue', 'green']",NA,1,5,131,"task",NA,"22a2b",1,NA,NA,"task","square",0.3125,3
"232",233,24930,0.363636363636364,0.333333333333333,NA,19,121,4,NA,"green",0,"circle",NA,5,NA,"211-3",0.5,233,313,"shape",0.6,3,0.55,233,121,"cloud",3,11.4823,"male",0.5,0,"['solid', 'striped', 'polka-dotted', 'blue', 'green']",NA,1,6,313,"task",NA,"211",1,NA,NA,"task","square",0.303030303030303,3
"233",NA,NA,NA,NA,NA,19,NA,4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,11.4823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"234",NA,NA,NA,NA,"square",19,NA,4,"circle",NA,NA,NA,"square",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,11.4823,NA,NA,NA,NA,1,NA,NA,NA,NA,"cloud",NA,NA,"circle","cloud",NA,NA,NA,3
"235",313,11482,0.32258064516129,0.32258064516129,NA,19,311,4,NA,"solid",1,"red",NA,4,NA,"22a2b-2b",1,313,311,"color",0.5,3,0.5,313,221,"blue",0,11.4823,"male",0.55,0.5,"['circle', 'square', 'solid', 'striped']",NA,0,11,221,"task",NA,"22a2b",3,NA,NA,"task","green",0.354838709677419,3
"236",313,12472,0.3125,0.3125,NA,19,311,4,NA,"solid",1,"red",NA,4,NA,"22a1-3",1,311,313,"color",0.5,3,0.5,313,132,"blue",1,11.4823,"male",0.6,0.5,"['cloud', 'square', 'solid', 'polka-dotted']",NA,0,12,132,"task",NA,"22a1",3,NA,NA,"task","green",0.375,3
"237",231,7921,0.333333333333333,0.303030303030303,NA,19,231,4,NA,"polka-dotted",1,"red",NA,4,NA,"321-2",1,231,332,"color",0.55,3,0.5,332,132,"blue",2,11.4823,"male",0.6,0.5,"['cloud', 'circle', 'square', 'polka-dotted']",NA,0,13,132,"task",NA,"321",3,NA,NA,"task","green",0.363636363636364,3
"238",113,11372,0.323529411764706,0.294117647058823,NA,19,132,4,NA,"cloud",1,"red",NA,4,NA,"22a2b-2a",1,132,113,"color",0.55,3,0.5,213,213,"blue",3,11.4823,"male",0.65,0.5,"['cloud', 'circle', 'solid', 'polka-dotted']",NA,0,14,113,"task",NA,"22a2b",3,NA,NA,"task","green",0.382352941176471,3
"239",NA,NA,NA,NA,NA,19,NA,4,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,11.4823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"240",NA,NA,NA,NA,"blue",19,NA,4,"blue",NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,11.4823,NA,NA,NA,NA,3,NA,NA,NA,NA,"red",NA,NA,"green","green",NA,NA,NA,3
"241",321,4671,0.256410256410256,0.487179487179487,NA,20,311,5,NA,"square",0,"striped",NA,4,NA,"22a1-3",1,132,321,"texture",0.5,4,0.95,132,311,"solid",0,14.3877166666667,"male",0.5,0,"['cloud', 'square', 'blue', 'red']",NA,0.5,3,321,"task",NA,"22a1",2,NA,NA,"task","polka-dotted",0.256410256410256,5
"242",232,19041,0.208333333333333,0.395833333333333,NA,20,222,5,NA,"circle",0,"striped",NA,4,NA,"22a2b-2b",1,232,222,"texture",0.5,4,0.95,323,323,"solid",1,14.3877166666667,"male",0.95,0,"['circle', 'square', 'red', 'green']",NA,0.5,4,232,"task",NA,"22a2b",2,NA,NA,"task","polka-dotted",0.395833333333333,5
"243",132,5531,0.208333333333333,0.395833333333333,NA,20,231,5,NA,"red",0,"striped",NA,5,NA,"22b1-2",1,322,231,"texture",0.5,4,0.95,132,132,"solid",2,14.3877166666667,"male",0.95,0,"['cloud', 'circle', 'square', 'blue', 'red']",NA,0.5,5,322,"task",NA,"22b1",2,NA,NA,"task","polka-dotted",0.395833333333333,5
"244",233,24761,0.136363636363636,0.431818181818182,NA,20,321,5,NA,"green",0,"striped",NA,4,NA,"22a1-3",1,233,321,"texture",0.3,4,0.95,233,213,"solid",3,14.3877166666667,"male",0.95,0,"['circle', 'square', 'blue', 'green']",NA,0.5,6,213,"task",NA,"22a1",2,NA,NA,"task","polka-dotted",0.431818181818182,5
