simulatedAnswer,item,normResponse0,normResponse1,simRank1,workerid,obj1,Answer.score_quiz3,guessRank1,utterance,blockNr,pref1,guessRank2,numFeatures,certainty,targetUttCode,simPreference2,order1,order2,targetFeature,response0,Answer.score_quiz1,response1,obj3,order0,pref0,trialNum,Answer.time_in_minutes,sex,response2,simPreference0,featuresPresent,evalNum,simPreference1,slide_number,obj2,name,simRank2,uttCode,targetFeatureNum,simRank0,guessRank0,trial_type,pref2,normResponse2,Answer.score_quiz2
131,24420,0.9523809523809523,0,,10,131,2,,blue,0,circle,,4,,311-3,0.5,332,233,shape,1,3,0,233,131,cloud,0,12.959783333333334,female,0.05,0,"['polka-dotted', 'blue', 'red', 'green']",,1,3,332,task,,311,1,,,task,square,0.047619047619047616,3
212,4110,0.5,0.5,,10,311,2,,red,0,circle,,4,,22b2b-2,0.5,322,311,shape,1,3,1,322,212,cloud,1,12.959783333333334,female,0,0,"['solid', 'striped', 'blue', 'red']",,1,4,212,task,,22b2b,1,,,task,square,0,3
131,2070,0.5,0.5,,10,131,2,,blue,0,circle,,4,,22a2b-2b,0.5,112,131,shape,1,3,1,312,312,cloud,2,12.959783333333334,female,0,0,"['solid', 'polka-dotted', 'blue', 'red']",,1,5,112,task,,22a2b,1,,,task,square,0,3
212,7330,0.5,0.5,,10,331,2,,solid,0,circle,,4,,22a2b-2a,0.5,332,212,shape,1,3,1,332,331,cloud,3,12.959783333333334,female,0,0,"['solid', 'polka-dotted', 'blue', 'red']",,1,6,212,task,,22a2b,1,,,task,square,0,3
,,,,,10,,2,,,,,,,0.95,,,,,,,3,,,,,,12.959783333333334,,,,,,,,,,,,,,,,,,3
,,,,square,10,,2,circle,,,,square,,,,,,,,,3,,,,,,12.959783333333334,,,,,1,,,,,cloud,,,circle,cloud,,,,3
322,5531,0,1,,10,231,2,,square,1,striped,,5,,22b1-2,0.5,322,132,texture,0,3,1,132,231,solid,0,12.959783333333334,female,0,0,"['cloud', 'circle', 'square', 'blue', 'red']",,1,11,322,task,,22b1,2,,,task,polka-dotted,0,3
222,3291,0,1,,10,231,2,,circle,1,striped,,4,,22b1-3,0.5,231,222,texture,0,3,1,222,112,solid,1,12.959783333333334,female,0,0,"['cloud', 'circle', 'blue', 'red']",,1,12,112,task,,22b1,2,,,task,polka-dotted,0,3
113,8850,0.5,0.5,,10,121,2,,green,1,striped,,4,,321-2,0.5,121,122,texture,1,3,1,113,113,solid,2,12.959783333333334,female,0,0,"['cloud', 'blue', 'red', 'green']",,1,13,122,task,,321,2,,,task,polka-dotted,0,3
323,19481,0.3103448275862069,0.6896551724137931,,10,131,2,,green,1,striped,,5,,211-3,0.5,323,131,texture,0.45,3,1,323,213,solid,3,12.959783333333334,female,0,0,"['cloud', 'circle', 'square', 'blue', 'green']",,1,14,213,task,,211,2,,,task,polka-dotted,0,3
,,,,,10,,2,,,,,,,0.6,,,,,,,3,,,,,,12.959783333333334,,,,,,,,,,,,,,,,,,3
,,,,polka-dotted,10,,2,solid,,,,polka-dotted,,,,,,,,,3,,,,,,12.959783333333334,,,,,2,,,,,solid,,,striped,striped,,,,3
232,6350,0.15789473684210525,0.8421052631578947,,11,112,4,,polka-dotted,0,circle,,4,,321-2,0,112,122,shape,0.15,4,0.8,232,232,cloud,0,15.029583333333333,female,0,0.5,"['solid', 'striped', 'polka-dotted', 'red']",,1,3,122,task,,321,1,,,task,square,0,3
222,14340,0.09523809523809523,0.8571428571428571,,11,222,4,,red,0,circle,,3,,321-3,0,123,322,shape,0.1,4,0.9,123,222,cloud,1,15.029583333333333,female,0.05,0.5,"['striped', 'red', 'green']",,1,4,322,task,,321,1,,,task,square,0.047619047619047616,3
223,22680,0.09090909090909091,0.8181818181818181,,11,222,4,,green,0,circle,,4,,22a2b-2a,0,133,223,shape,0.1,4,0.9,133,222,cloud,2,15.029583333333333,female,0.1,0.5,"['striped', 'polka-dotted', 'red', 'green']",,1,5,223,task,,22a2b,1,,,task,square,0.09090909090909091,3
233,29220,0,1,,11,223,4,,polka-dotted,0,circle,,3,,322b-2,0,233,223,shape,0,4,1,333,333,cloud,3,15.029583333333333,female,0,0.5,"['striped', 'polka-dotted', 'green']",,1,6,233,task,,322b,1,,,task,square,0,3
,,,,,11,,4,,,,,,,0.9,,,,,,,4,,,,,,15.029583333333333,,,,,,,,,,,,,,,,,,3
,,,,cloud,11,,4,square,,,,cloud,,,,,,,,,4,,,,,,15.029583333333333,,,,,2,,,,,square,,,circle,circle,,,,3
111,11400,0.6363636363636364,0.09090909090909093,,11,111,4,,blue,1,circle,,3,,321-3,0,211,111,shape,0.7,4,0.1,313,313,cloud,0,15.029583333333333,female,0.3,1,"['solid', 'blue', 'green']",,0.5,11,211,task,,321,1,,,task,square,0.27272727272727276,3
132,8150,0.7272727272727273,0.13636363636363635,,11,132,4,,red,1,circle,,2,,331-3,0,332,132,shape,0.8,4,0.15,332,232,cloud,1,15.029583333333333,female,0.15,1,"['polka-dotted', 'red']",,0.5,12,232,task,,331,1,,,task,square,0.13636363636363635,3
232,12710,0.7619047619047619,0.19047619047619047,,11,312,4,,red,1,circle,,4,,22a2b-2a,0,232,312,shape,0.8,4,0.2,313,313,cloud,2,15.029583333333333,female,0.05,1,"['solid', 'polka-dotted', 'red', 'green']",,0.5,13,232,task,,22a2b,1,,,task,square,0.047619047619047616,3
213,19480,0.9,0.1,,11,131,4,,green,1,circle,,5,,211-3,0,131,213,shape,0.9,4,0.1,323,323,cloud,3,15.029583333333333,female,0,1,"['solid', 'striped', 'polka-dotted', 'blue', 'green']",,0.5,14,213,task,,211,1,,,task,square,0,3
,,,,,11,,4,,,,,,,0.9,,,,,,,4,,,,,,15.029583333333333,,,,,,,,,,,,,,,,,,3
,,,,circle,11,,4,circle,,,,square,,,,,,,,,4,,,,,,15.029583333333333,,,,,3,,,,,square,,,cloud,cloud,,,,3
232,12711,0.3333333333333333,0.3333333333333333,,12,312,5,,circle,0,striped,,4,,22a2b-2a,0,313,312,texture,0.5,3,0.5,313,232,solid,0,17.232366666666667,male,0.5,1,"['circle', 'square', 'red', 'green']",,0.5,3,232,task,,22a2b,2,,,task,polka-dotted,0.3333333333333333,5
111,230,1,0,,12,111,5,,cloud,0,striped,,2,,331-3,0,121,131,texture,1,3,0,131,111,solid,1,17.232366666666667,male,0,1,"['cloud', 'blue']",,0.5,4,121,task,,331,2,,,task,polka-dotted,0,5
231,2821,0.3333333333333333,0.3333333333333333,,12,231,5,,blue,0,striped,,5,,211-3,0,122,231,texture,0.5,3,0.5,122,312,solid,2,17.232366666666667,male,0.5,1,"['cloud', 'circle', 'square', 'blue', 'red']",,0.5,5,312,task,,211,2,,,task,polka-dotted,0.3333333333333333,5
121,26041,0.3333333333333333,0.6666666666666666,,12,211,5,,cloud,0,striped,,5,,211-3,0,333,121,texture,0.5,3,1,333,211,solid,3,17.232366666666667,male,0,1,"['cloud', 'circle', 'square', 'blue', 'green']",,0.5,6,121,task,,211,2,,,task,polka-dotted,0,5
,,,,,12,,5,,,,,,,0,,,,,,,3,,,,,,17.232366666666667,,,,,,,,,,,,,,,,,,5
,,,,striped,12,,5,solid,,,,polka-dotted,,,,,,,,,3,,,,,,17.232366666666667,,,,,2,,,,,polka-dotted,,,solid,striped,,,,5
113,9122,0,0.6551724137931034,,12,321,5,,cloud,1,red,,4,,22a1-3,0.5,321,322,color,0,3,0.95,113,113,blue,0,17.232366666666667,male,0.5,1,"['cloud', 'square', 'solid', 'striped']",,0,11,322,task,,22a1,3,,,task,green,0.3448275862068966,5
231,8392,0,0.6551724137931034,,12,311,5,,polka-dotted,1,red,,5,,22b1-2,0.5,231,113,color,0,3,0.95,113,311,blue,1,17.232366666666667,male,0.5,1,"['cloud', 'circle', 'square', 'solid', 'polka-dotted']",,0,12,231,task,,22b1,3,,,task,green,0.3448275862068966,5
132,6682,0.846153846153846,0.07692307692307691,,12,121,5,,polka-dotted,1,red,,4,,22a2b-2a,0.5,232,121,color,0.55,3,0.05,232,132,blue,2,17.232366666666667,male,0.05,1,"['cloud', 'circle', 'striped', 'polka-dotted']",,0,13,132,task,,22a2b,3,,,task,green,0.07692307692307691,5
331,11932,1,0,,12,331,5,,square,1,red,,4,,22b1-3,0.5,331,313,color,1,3,0,313,212,blue,3,17.232366666666667,male,0,1,"['circle', 'square', 'solid', 'polka-dotted']",,0,14,212,task,,22b1,3,,,task,green,0,5
,,,,,12,,5,,,,,,,0.15,,,,,,,3,,,,,,17.232366666666667,,,,,,,,,,,,,,,,,,5
,,,,green,12,,5,green,,,,red,,,,,,,,,3,,,,,,17.232366666666667,,,,,3,,,,,red,,,blue,blue,,,,5
213,10970,0.3333333333333333,0.3111111111111111,,13,331,4,,green,0,circle,,5,,22b1-2,0,331,213,shape,0.75,4,0.7,213,232,cloud,0,5.7053,male,0.8,0.5,"['solid', 'polka-dotted', 'blue', 'red', 'green']",,1,3,232,task,,22b1,1,,,task,square,0.35555555555555557,2
111,3310,0.3863636363636363,0.20454545454545453,,13,111,4,,blue,0,circle,,4,,22a2b-2a,0,111,222,shape,0.85,4,0.45,222,212,cloud,1,5.7053,male,0.9,0.5,"['solid', 'striped', 'blue', 'red']",,1,4,212,task,,22a2b,1,,,task,square,0.40909090909090906,2
312,13040,0.3658536585365854,0.26829268292682934,,13,312,4,,red,0,circle,,3,,322b-2,0,113,313,shape,0.75,4,0.55,313,312,cloud,2,5.7053,male,0.75,0.5,"['solid', 'red', 'green']",,1,5,113,task,,322b,1,,,task,square,0.3658536585365854,2
213,9990,0.30769230769230765,0.3846153846153846,,13,311,4,,green,0,circle,,4,,22a2b-2a,0,213,331,shape,0.6,4,0.75,213,311,cloud,3,5.7053,male,0.6,0.5,"['solid', 'polka-dotted', 'blue', 'green']",,1,6,331,task,,22a2b,1,,,task,square,0.30769230769230765,2
,,,,,13,,4,,,,,,,0.7,,,,,,,4,,,,,,5.7053,,,,,,,,,,,,,,,,,,2
,,,,cloud,13,,4,square,,,,cloud,,,,,,,,,4,,,,,,5.7053,,,,,2,,,,,square,,,circle,circle,,,,2
232,16610,0.3023255813953489,0.3488372093023256,,13,211,4,,red,1,striped,,4,,311-3,0.5,232,211,texture,0.65,4,0.75,223,223,solid,0,5.7053,male,0.75,1,"['circle', 'blue', 'red', 'green']",,0,11,232,task,,311,2,,,task,polka-dotted,0.3488372093023256,2
233,25251,0.24444444444444446,0.37777777777777777,,13,132,4,,green,1,striped,,4,,22b2b-2,0.5,123,132,texture,0.55,4,0.85,233,233,solid,1,5.7053,male,0.85,1,"['cloud', 'circle', 'red', 'green']",,0,12,123,task,,22b2b,2,,,task,polka-dotted,0.37777777777777777,2
113,22520,0.3111111111111111,0.2888888888888889,,13,113,4,,green,1,striped,,2,,331-3,0.5,123,133,texture,0.7,4,0.65,133,113,solid,2,5.7053,male,0.9,1,"['cloud', 'green']",,0,13,123,task,,331,2,,,task,polka-dotted,0.4,2
213,22961,0.2368421052631579,0.39473684210526316,,13,213,4,,circle,1,striped,,4,,311-3,0.5,213,133,texture,0.45,4,0.75,133,323,solid,3,5.7053,male,0.7,1,"['cloud', 'circle', 'square', 'green']",,0,14,323,task,,311,2,,,task,polka-dotted,0.3684210526315789,2
,,,,,13,,4,,,,,,,0.65,,,,,,,4,,,,,,5.7053,,,,,,,,,,,,,,,,,,2
,,,,polka-dotted,13,,4,polka-dotted,,,,solid,,,,,,,,,4,,,,,,5.7053,,,,,0,,,,,striped,,,solid,striped,,,,2
121,18102,1,0,,14,121,1,,cloud,0,red,,4,,22b1-3,1,121,112,color,0.95,1,0,323,323,blue,0,6.84485,female,0,0.5,"['cloud', 'square', 'solid', 'striped']",,0,3,112,task,,22b1,3,,,task,green,0,1
231,3081,1,0,,14,211,1,,polka-dotted,0,red,,4,,321-2,1,211,231,color,1,1,0,222,222,blue,1,6.84485,female,0,0.5,"['circle', 'solid', 'striped', 'polka-dotted']",,0,4,231,task,,321,3,,,task,green,0,1
213,9691,0.047619047619047616,0,,14,111,1,,circle,0,red,,3,,322b-2,1,213,211,color,0.05,1,0,213,111,blue,2,6.84485,female,1,0.5,"['cloud', 'circle', 'solid']",,0,5,211,task,,322b,3,,,task,green,0.9523809523809523,1
223,22712,0,0,,14,232,1,,striped,0,red,,4,,22b2b-2,1,133,232,color,0,1,0,133,223,blue,3,6.84485,female,1,0.5,"['cloud', 'circle', 'striped', 'polka-dotted']",,0,6,223,task,,22b2b,3,,,task,green,1,1
,,,,,14,,1,,,,,,,1,,,,,,,1,,,,,,6.84485,,,,,,,,,,,,,,,,,,1
,,,,blue,14,,1,red,,,,blue,,,,,,,,,1,,,,,,6.84485,,,,,2,,,,,red,,,green,green,,,,1
233,23851,0.12903225806451613,0.2258064516129032,,14,231,1,,circle,1,red,,3,,321-3,1,231,233,color,0.2,1,0.35,233,222,blue,0,6.84485,female,1,0.5,"['circle', 'striped', 'polka-dotted']",,0,11,222,task,,321,3,,,task,green,0.6451612903225806,1
313,13041,0.14285714285714288,0.14285714285714288,,14,312,1,,solid,1,red,,3,,322b-2,1,312,113,color,0.2,1,0.2,313,313,blue,1,6.84485,female,1,0.5,"['cloud', 'square', 'solid']",,0,12,113,task,,322b,3,,,task,green,0.7142857142857143,1
331,1942,1,0,,14,211,1,,square,1,red,,4,,22b2b-2,1,312,211,color,1,1,0,312,331,blue,2,6.84485,female,0,0.5,"['circle', 'square', 'solid', 'polka-dotted']",,0,13,331,task,,22b2b,3,,,task,green,0,1
111,3312,1,0,,14,111,1,,cloud,1,red,,4,,22a2b-2a,1,222,212,color,1,1,0,222,111,blue,3,6.84485,female,0,0.5,"['cloud', 'circle', 'solid', 'striped']",,0,14,212,task,,22a2b,3,,,task,green,0,1
,,,,,14,,1,,,,,,,1,,,,,,,1,,,,,,6.84485,,,,,,,,,,,,,,,,,,1
,,,,blue,14,,1,green,,,,red,,,,,,,,,1,,,,,,6.84485,,,,,2,,,,,red,,,green,blue,,,,1
222,25441,0.3333333333333333,0.6666666666666666,,15,222,0,,circle,0,red,,3,,322b-2,0,223,233,color,0.5,2,1,233,222,blue,0,9.278183333333333,female,0,1,"['circle', 'striped', 'polka-dotted']",,0.5,3,223,task,,322b,3,,,task,green,0,3
332,28931,0.3333333333333333,0.6666666666666666,,15,332,0,,square,0,red,,3,,322b-2,0,332,133,color,0.5,2,1,333,333,blue,1,9.278183333333333,female,0,1,"['cloud', 'square', 'polka-dotted']",,0.5,4,133,task,,322b,3,,,task,green,0,3
121,13691,1,0,,15,121,0,,cloud,0,red,,3,,321-3,0,121,123,color,1,2,0,123,112,blue,2,9.278183333333333,female,0,1,"['cloud', 'solid', 'striped']",,0.5,5,112,task,,321,3,,,task,green,0,3
323,17892,0,0,,15,121,0,,square,0,red,,4,,22a2b-2a,0,323,131,color,0,2,0,323,121,blue,3,9.278183333333333,female,1,1,"['cloud', 'square', 'striped', 'polka-dotted']",,0.5,6,131,task,,22a2b,3,,,task,green,1,3
,,,,,15,,0,,,,,,,0.75,,,,,,,2,,,,,,9.278183333333333,,,,,,,,,,,,,,,,,,3
,,,,red,15,,0,red,,,,blue,,,,,,,,,2,,,,,,9.278183333333333,,,,,0,,,,,green,,,blue,green,,,,3
221,3710,0,1,,15,211,0,,blue,1,circle,,4,,22a2b-2a,0,322,211,shape,0,2,1,322,221,cloud,0,9.278183333333333,female,0,0.5,"['solid', 'striped', 'blue', 'red']",,1,11,221,task,,22a2b,1,,,task,square,0,3
312,2820,0,0,,15,231,0,,solid,1,circle,,5,,211-3,0,231,312,shape,0,2,0,122,122,cloud,1,9.278183333333333,female,1,0.5,"['solid', 'striped', 'polka-dotted', 'blue', 'red']",,1,12,312,task,,211,1,,,task,square,1,3
123,19870,1,0,,15,131,0,,striped,1,circle,,4,,22a2b-2b,0,123,131,shape,1,2,0,323,323,cloud,2,9.278183333333333,female,0,0.5,"['striped', 'polka-dotted', 'blue', 'green']",,1,13,123,task,,22a2b,1,,,task,square,0,3
312,26550,0,0,,15,111,0,,red,1,circle,,5,,22b1-2,0,312,333,shape,0,2,0,333,111,cloud,3,9.278183333333333,female,1,0.5,"['solid', 'polka-dotted', 'blue', 'red', 'green']",,1,14,312,task,,22b1,1,,,task,square,1,3
,,,,,15,,0,,,,,,,0.75,,,,,,,2,,,,,,9.278183333333333,,,,,,,,,,,,,,,,,,3
,,,,cloud,15,,0,circle,,,,cloud,,,,,,,,,2,,,,,,9.278183333333333,,,,,1,,,,,square,,,circle,square,,,,3
121,17890,0.3541666666666667,0.2916666666666667,,16,121,3,,blue,0,circle,,4,,22a2b-2a,0.5,323,131,shape,0.85,1,0.7,323,121,cloud,0,20.834333333333333,female,0.85,0,"['striped', 'polka-dotted', 'blue', 'green']",,1,3,131,task,,22a2b,1,,,task,square,0.3541666666666667,1
123,14340,0.27450980392156865,0.35294117647058826,,16,222,3,,green,0,circle,,3,,321-3,0.5,222,322,shape,0.7,1,0.9,123,123,cloud,1,20.834333333333333,female,0.95,0,"['striped', 'red', 'green']",,1,4,322,task,,321,1,,,task,square,0.37254901960784315,1
223,22680,0.36,0.32,,16,222,3,,green,0,circle,,4,,22a2b-2a,0.5,222,133,shape,0.9,1,0.8,133,223,cloud,2,20.834333333333333,female,0.8,0,"['striped', 'polka-dotted', 'red', 'green']",,1,5,223,task,,22a2b,1,,,task,square,0.32,1
211,9690,0.3076923076923077,0.3076923076923077,,16,111,3,,blue,0,circle,,3,,322b-2,0.5,111,213,shape,0.6,1,0.6,213,211,cloud,3,20.834333333333333,female,0.75,0,"['solid', 'blue', 'green']",,1,6,211,task,,322b,1,,,task,square,0.38461538461538464,1
,,,,,16,,3,,,,,,,0.85,,,,,,,1,,,,,,20.834333333333333,,,,,,,,,,,,,,,,,,1
,,,,square,16,,3,circle,,,,cloud,,,,,,,,,1,,,,,,20.834333333333333,,,,,2,,,,,cloud,,,circle,square,,,,1
212,5072,0.32,0.36,,16,231,3,,circle,1,red,,4,,22b2b-2,0.5,132,231,color,0.8,1,0.9,132,212,blue,0,20.834333333333333,female,0.8,0,"['cloud', 'circle', 'solid', 'polka-dotted']",,1,11,212,task,,22b2b,3,,,task,green,0.32,1
233,24131,0.2978723404255319,0.3191489361702127,,16,331,3,,circle,1,red,,4,,311-3,0.5,233,132,color,0.7,1,0.75,233,331,blue,1,20.834333333333333,female,0.9,0,"['cloud', 'circle', 'square', 'polka-dotted']",,1,12,132,task,,311,3,,,task,green,0.3829787234042553,1
212,1211,0.346938775510204,0.346938775510204,,16,111,3,,circle,1,red,,4,,321-2,0.5,311,212,color,0.85,1,0.85,212,111,blue,2,20.834333333333333,female,0.75,0,"['cloud', 'circle', 'square', 'solid']",,1,13,311,task,,321,3,,,task,green,0.3061224489795918,1
231,7921,0.3191489361702127,0.3191489361702127,,16,231,3,,circle,1,red,,4,,321-2,0.5,332,231,color,0.75,1,0.75,332,132,blue,3,20.834333333333333,female,0.85,0,"['cloud', 'circle', 'square', 'polka-dotted']",,1,14,132,task,,321,3,,,task,green,0.36170212765957444,1
,,,,,16,,3,,,,,,,0.9,,,,,,,1,,,,,,20.834333333333333,,,,,,,,,,,,,,,,,,1
,,,,green,16,,3,red,,,,blue,,,,,,,,,1,,,,,,20.834333333333333,,,,,2,,,,,blue,,,red,green,,,,1
322,26991,0.5,0.09374999999999999,,17,331,3,,striped,0,red,,3,,321-3,0,333,322,color,0.8,2,0.15,333,331,blue,0,13.937466666666667,male,0.65,1,"['square', 'striped', 'polka-dotted']",,0.5,3,322,task,,321,3,,,task,green,0.40625,3
121,13990,0.5,0.125,,17,121,3,,striped,0,red,,2,,331-3,0,123,122,color,0.8,2,0.2,123,121,blue,1,13.937466666666667,male,0.6,1,"['cloud', 'striped']",,0.5,4,122,task,,331,3,,,task,green,0.37499999999999994,3
231,27271,0.5,0.125,,17,231,3,,circle,0,red,,3,,321-3,0,232,333,color,0.8,2,0.2,333,231,blue,2,13.937466666666667,male,0.6,1,"['circle', 'square', 'polka-dotted']",,0.5,5,232,task,,321,3,,,task,green,0.37499999999999994,3
323,28641,0.47058823529411764,0.08823529411764705,,17,312,3,,striped,0,red,,4,,321-2,0,333,312,color,0.8,2,0.15,333,323,blue,3,13.937466666666667,male,0.75,1,"['square', 'solid', 'striped', 'polka-dotted']",,0.5,6,323,task,,321,3,,,task,green,0.4411764705882352,3
,,,,,17,,3,,,,,,,0.7,,,,,,,2,,,,,,13.937466666666667,,,,,,,,,,,,,,,,,,3
,,,,red,17,,3,green,,,,red,,,,,,,,,2,,,,,,13.937466666666667,,,,,2,,,,,green,,,blue,blue,,,,3
231,8592,0.5555555555555555,0.37037037037037035,,17,231,3,,polka-dotted,1,red,,4,,22a1-3,1,112,231,color,0.75,2,0.5,113,113,blue,0,13.937466666666667,male,0.1,0.5,"['cloud', 'circle', 'solid', 'polka-dotted']",,0,11,112,task,,22a1,3,,,task,green,0.07407407407407407,3
211,12941,0.5333333333333333,0.03333333333333333,,17,211,3,,circle,1,red,,4,,321-2,1,113,313,color,0.8,2,0.05,313,211,blue,1,13.937466666666667,male,0.65,0.5,"['cloud', 'circle', 'square', 'solid']",,0,12,113,task,,321,3,,,task,green,0.43333333333333335,3
212,11851,0.3076923076923077,0.46153846153846156,,17,111,3,,circle,1,red,,4,,311-3,1,313,212,color,0.6,2,0.9,313,111,blue,2,13.937466666666667,male,0.45,0.5,"['cloud', 'circle', 'square', 'solid']",,0,13,212,task,,311,3,,,task,green,0.23076923076923078,3
212,8662,0.17142857142857143,0.5142857142857143,,17,321,3,,circle,1,red,,5,,211-3,1,113,321,color,0.3,2,0.9,113,212,blue,3,13.937466666666667,male,0.55,0.5,"['cloud', 'circle', 'square', 'solid', 'striped']",,0,14,212,task,,211,3,,,task,green,0.31428571428571433,3
,,,,,17,,3,,,,,,,0.75,,,,,,,2,,,,,,13.937466666666667,,,,,,,,,,,,,,,,,,3
,,,,blue,17,,3,green,,,,blue,,,,,,,,,2,,,,,,13.937466666666667,,,,,1,,,,,red,,,green,red,,,,3
221,7621,0.42857142857142855,0.5428571428571428,,18,221,3,,blue,0,striped,,4,,22a2b-2a,0,332,221,texture,0.75,5,0.95,332,222,solid,0,14.5136,female,0.05,1,"['circle', 'square', 'blue', 'red']",,0.5,3,222,task,,22a2b,2,,,task,polka-dotted,0.028571428571428574,4
111,23031,0.6333333333333333,0.3333333333333333,,18,111,3,,cloud,0,striped,,4,,22a1-3,0,121,111,texture,0.95,5,0.5,233,233,solid,1,14.5136,female,0.05,1,"['cloud', 'circle', 'blue', 'green']",,0.5,4,121,task,,22a1,2,,,task,polka-dotted,0.03333333333333333,4
123,25971,0.37037037037037035,0.5555555555555555,,18,123,3,,cloud,0,striped,,3,,322b-2,0,133,123,texture,0.5,5,0.75,233,233,solid,2,14.5136,female,0.1,1,"['cloud', 'circle', 'green']",,0.5,5,133,task,,322b,2,,,task,polka-dotted,0.07407407407407407,4
321,27410,0.3214285714285714,0.6428571428571428,,18,321,3,,blue,0,striped,,4,,321-2,0,332,321,texture,0.45,5,0.9,333,333,solid,3,14.5136,female,0.05,1,"['square', 'blue', 'red', 'green']",,0.5,6,332,task,,321,2,,,task,polka-dotted,0.03571428571428571,4
,,,,,18,,3,,,,,,,0.9,,,,,,,5,,,,,,14.5136,,,,,,,,,,,,,,,,,,4
,,,,striped,18,,3,solid,,,,polka-dotted,,,,,,,,,5,,,,,,14.5136,,,,,2,,,,,polka-dotted,,,solid,striped,,,,4
211,29010,0.05555555555555556,0.8333333333333333,,18,211,3,,blue,1,circle,,4,,22a2b-2b,1,233,333,shape,0.05,5,0.75,333,211,cloud,0,14.5136,female,0.1,0.5,"['solid', 'polka-dotted', 'blue', 'green']",,0,11,233,task,,22a2b,1,,,task,square,0.11111111111111112,4
331,3950,0.27027027027027023,0.45945945945945943,,18,121,3,,polka-dotted,1,circle,,4,,22b2b-2,1,331,322,shape,0.5,5,0.85,322,121,cloud,1,14.5136,female,0.5,0.5,"['striped', 'polka-dotted', 'blue', 'red']",,0,12,331,task,,22b2b,1,,,task,square,0.27027027027027023,4
311,0,0.13043478260869565,0.13043478260869565,,18,111,3,,solid,1,circle,,2,,331-3,1,311,111,shape,0.15,5,0.15,311,211,cloud,2,14.5136,female,0.85,0.5,"['solid', 'blue']",,0,13,211,task,,331,1,,,task,square,0.7391304347826088,4
323,19600,0.3333333333333333,0.06666666666666667,,18,113,3,,striped,1,circle,,3,,321-3,1,323,113,shape,0.5,5,0.1,323,213,cloud,3,14.5136,female,0.9,0.5,"['solid', 'striped', 'green']",,0,14,213,task,,321,1,,,task,square,0.6,4
,,,,,18,,3,,,,,,,0.35,,,,,,,5,,,,,,14.5136,,,,,,,,,,,,,,,,,,4
,,,,cloud,18,,3,cloud,,,,circle,,,,,,,,,5,,,,,,14.5136,,,,,3,,,,,circle,,,square,square,,,,4
123,14130,0.3548387096774194,0.3225806451612903,,19,321,4,,green,0,circle,,4,,311-3,0.5,123,222,shape,0.55,3,0.5,123,321,cloud,0,11.4823,male,0.5,0,"['striped', 'blue', 'red', 'green']",,1,3,222,task,,311,1,,,task,square,0.3225806451612903,3
122,6360,0.37499999999999994,0.3125,,19,212,4,,striped,0,circle,,4,,321-2,0.5,232,122,shape,0.6,3,0.5,232,212,cloud,1,11.4823,male,0.5,0,"['solid', 'striped', 'polka-dotted', 'red']",,1,4,122,task,,321,1,,,task,square,0.3125,3
131,17890,0.37499999999999994,0.3125,,19,121,4,,polka-dotted,0,circle,,4,,22a2b-2a,0.5,131,121,shape,0.6,3,0.5,323,323,cloud,2,11.4823,male,0.5,0,"['striped', 'polka-dotted', 'blue', 'green']",,1,5,131,task,,22a2b,1,,,task,square,0.3125,3
233,24930,0.36363636363636365,0.33333333333333337,,19,121,4,,green,0,circle,,5,,211-3,0.5,233,313,shape,0.6,3,0.55,233,121,cloud,3,11.4823,male,0.5,0,"['solid', 'striped', 'polka-dotted', 'blue', 'green']",,1,6,313,task,,211,1,,,task,square,0.30303030303030304,3
,,,,,19,,4,,,,,,,0,,,,,,,3,,,,,,11.4823,,,,,,,,,,,,,,,,,,3
,,,,square,19,,4,circle,,,,square,,,,,,,,,3,,,,,,11.4823,,,,,1,,,,,cloud,,,circle,cloud,,,,3
313,11482,0.3225806451612903,0.3225806451612903,,19,311,4,,solid,1,red,,4,,22a2b-2b,1,313,311,color,0.5,3,0.5,313,221,blue,0,11.4823,male,0.55,0.5,"['circle', 'square', 'solid', 'striped']",,0,11,221,task,,22a2b,3,,,task,green,0.3548387096774194,3
313,12472,0.3125,0.3125,,19,311,4,,solid,1,red,,4,,22a1-3,1,311,313,color,0.5,3,0.5,313,132,blue,1,11.4823,male,0.6,0.5,"['cloud', 'square', 'solid', 'polka-dotted']",,0,12,132,task,,22a1,3,,,task,green,0.37499999999999994,3
231,7921,0.33333333333333337,0.30303030303030304,,19,231,4,,polka-dotted,1,red,,4,,321-2,1,231,332,color,0.55,3,0.5,332,132,blue,2,11.4823,male,0.6,0.5,"['cloud', 'circle', 'square', 'polka-dotted']",,0,13,132,task,,321,3,,,task,green,0.36363636363636365,3
113,11372,0.3235294117647059,0.2941176470588235,,19,132,4,,cloud,1,red,,4,,22a2b-2a,1,132,113,color,0.55,3,0.5,213,213,blue,3,11.4823,male,0.65,0.5,"['cloud', 'circle', 'solid', 'polka-dotted']",,0,14,113,task,,22a2b,3,,,task,green,0.38235294117647056,3
,,,,,19,,4,,,,,,,0.1,,,,,,,3,,,,,,11.4823,,,,,,,,,,,,,,,,,,3
,,,,blue,19,,4,blue,,,,red,,,,,,,,,3,,,,,,11.4823,,,,,3,,,,,red,,,green,green,,,,3
