"","workerid","simulatedAnswer","item","normResponse0","normResponse1","simRank1","obj1","Answer.score_quiz3","guessRank1","utterance","blockNr","pref1","guessRank2","numFeatures","certainty","targetUttCode","simPreference2","order1","order2","targetFeature","response0","Answer.score_quiz1","response1","obj3","order0","pref0","trialNum","Answer.time_in_minutes","sex","response2","simPreference0","featuresPresent","evalNum","simPreference1","obj2","simRank2","uttCode","targetFeatureNum","simRank0","guessRank0","pref2","normResponse2","Answer.score_quiz2","assess","enjoyment","education","age","comments","language","gender"
"71",11,232,12710,0.761904761904762,0.19047619047619,"circle",312,4,"circle","red",1,"circle","square",4,0.9,"22a2b-2a",0,232,312,"shape",0.8,4,0.2,313,313,"cloud",2,15.0295833333333,"female",0.05,1,"['solid', 'polka-dotted', 'red', 'green']",3,0.5,232,"square","22a2b",1,"cloud","cloud","square",0.0476190476190476,3,"Yes",2,3,36,"I still don't quite understand the overlapping instructions on the pac man portion.  I've never seen instructions presented that way.  Thanks!","English","Male"
"72",11,213,19480,0.9,0.1,"circle",131,4,"circle","green",1,"circle","square",5,0.9,"211-3",0,131,213,"shape",0.9,4,0.1,323,323,"cloud",3,15.0295833333333,"female",0,1,"['solid', 'striped', 'polka-dotted', 'blue', 'green']",3,0.5,213,"square","211",1,"cloud","cloud","square",0,3,"Yes",2,3,36,"I still don't quite understand the overlapping instructions on the pac man portion.  I've never seen instructions presented that way.  Thanks!","English","Male"
"73",15,222,25441,0.333333333333333,0.666666666666667,"red",222,0,"red","circle",0,"red","blue",3,0.75,"322b-2",0,223,233,"color",0.5,2,1,233,222,"blue",0,9.27818333333333,"female",0,1,"['circle', 'striped', 'polka-dotted']",0,0.5,223,"green","322b",3,"blue","green","green",0,3,"Yes",2,1,47,"Thank you, fun hit. ","English","Female"
"74",15,332,28931,0.333333333333333,0.666666666666667,"red",332,0,"red","square",0,"red","blue",3,0.75,"322b-2",0,332,133,"color",0.5,2,1,333,333,"blue",1,9.27818333333333,"female",0,1,"['cloud', 'square', 'polka-dotted']",0,0.5,133,"green","322b",3,"blue","green","green",0,3,"Yes",2,1,47,"Thank you, fun hit. ","English","Female"
"75",15,121,13691,1,0,"red",121,0,"red","cloud",0,"red","blue",3,0.75,"321-3",0,121,123,"color",1,2,0,123,112,"blue",2,9.27818333333333,"female",0,1,"['cloud', 'solid', 'striped']",0,0.5,112,"green","321",3,"blue","green","green",0,3,"Yes",2,1,47,"Thank you, fun hit. ","English","Female"
"76",15,323,17892,0,0,"red",121,0,"red","square",0,"red","blue",4,0.75,"22a2b-2a",0,323,131,"color",0,2,0,323,121,"blue",3,9.27818333333333,"female",1,1,"['cloud', 'square', 'striped', 'polka-dotted']",0,0.5,131,"green","22a2b",3,"blue","green","green",1,3,"Yes",2,1,47,"Thank you, fun hit. ","English","Female"
"77",15,221,3710,0,1,"cloud",211,0,"circle","blue",1,"circle","cloud",4,0.75,"22a2b-2a",0,322,211,"shape",0,2,1,322,221,"cloud",0,9.27818333333333,"female",0,0.5,"['solid', 'striped', 'blue', 'red']",1,1,221,"square","22a2b",1,"circle","square","square",0,3,"Yes",2,1,47,"Thank you, fun hit. ","English","Female"
"78",15,312,2820,0,0,"cloud",231,0,"circle","solid",1,"circle","cloud",5,0.75,"211-3",0,231,312,"shape",0,2,0,122,122,"cloud",1,9.27818333333333,"female",1,0.5,"['solid', 'striped', 'polka-dotted', 'blue', 'red']",1,1,312,"square","211",1,"circle","square","square",1,3,"Yes",2,1,47,"Thank you, fun hit. ","English","Female"
"79",15,123,19870,1,0,"cloud",131,0,"circle","striped",1,"circle","cloud",4,0.75,"22a2b-2b",0,123,131,"shape",1,2,0,323,323,"cloud",2,9.27818333333333,"female",0,0.5,"['striped', 'polka-dotted', 'blue', 'green']",1,1,123,"square","22a2b",1,"circle","square","square",0,3,"Yes",2,1,47,"Thank you, fun hit. ","English","Female"
"80",15,312,26550,0,0,"cloud",111,0,"circle","red",1,"circle","cloud",5,0.75,"22b1-2",0,312,333,"shape",0,2,0,333,111,"cloud",3,9.27818333333333,"female",1,0.5,"['solid', 'polka-dotted', 'blue', 'red', 'green']",1,1,312,"square","22b1",1,"circle","square","square",1,3,"Yes",2,1,47,"Thank you, fun hit. ","English","Female"
"81",16,121,17890,0.354166666666667,0.291666666666667,"square",121,3,"circle","blue",0,"circle","cloud",4,0.85,"22a2b-2a",0.5,323,131,"shape",0.85,1,0.7,323,121,"cloud",0,20.8343333333333,"female",0.85,0,"['striped', 'polka-dotted', 'blue', 'green']",2,1,131,"cloud","22a2b",1,"circle","square","square",0.354166666666667,1,"Yes",1,4,30,"very nice","english","Female"
"82",16,123,14340,0.274509803921569,0.352941176470588,"square",222,3,"circle","green",0,"circle","cloud",3,0.85,"321-3",0.5,222,322,"shape",0.7,1,0.9,123,123,"cloud",1,20.8343333333333,"female",0.95,0,"['striped', 'red', 'green']",2,1,322,"cloud","321",1,"circle","square","square",0.372549019607843,1,"Yes",1,4,30,"very nice","english","Female"
"83",16,223,22680,0.36,0.32,"square",222,3,"circle","green",0,"circle","cloud",4,0.85,"22a2b-2a",0.5,222,133,"shape",0.9,1,0.8,133,223,"cloud",2,20.8343333333333,"female",0.8,0,"['striped', 'polka-dotted', 'red', 'green']",2,1,223,"cloud","22a2b",1,"circle","square","square",0.32,1,"Yes",1,4,30,"very nice","english","Female"
"84",16,211,9690,0.307692307692308,0.307692307692308,"square",111,3,"circle","blue",0,"circle","cloud",3,0.85,"322b-2",0.5,111,213,"shape",0.6,1,0.6,213,211,"cloud",3,20.8343333333333,"female",0.75,0,"['solid', 'blue', 'green']",2,1,211,"cloud","322b",1,"circle","square","square",0.384615384615385,1,"Yes",1,4,30,"very nice","english","Female"
"85",16,212,5072,0.32,0.36,"green",231,3,"red","circle",1,"red","blue",4,0.9,"22b2b-2",0.5,132,231,"color",0.8,1,0.9,132,212,"blue",0,20.8343333333333,"female",0.8,0,"['cloud', 'circle', 'solid', 'polka-dotted']",2,1,212,"blue","22b2b",3,"red","green","green",0.32,1,"Yes",1,4,30,"very nice","english","Female"
"86",16,233,24131,0.297872340425532,0.319148936170213,"green",331,3,"red","circle",1,"red","blue",4,0.9,"311-3",0.5,233,132,"color",0.7,1,0.75,233,331,"blue",1,20.8343333333333,"female",0.9,0,"['cloud', 'circle', 'square', 'polka-dotted']",2,1,132,"blue","311",3,"red","green","green",0.382978723404255,1,"Yes",1,4,30,"very nice","english","Female"
"87",16,212,1211,0.346938775510204,0.346938775510204,"green",111,3,"red","circle",1,"red","blue",4,0.9,"321-2",0.5,311,212,"color",0.85,1,0.85,212,111,"blue",2,20.8343333333333,"female",0.75,0,"['cloud', 'circle', 'square', 'solid']",2,1,311,"blue","321",3,"red","green","green",0.306122448979592,1,"Yes",1,4,30,"very nice","english","Female"
"88",16,231,7921,0.319148936170213,0.319148936170213,"green",231,3,"red","circle",1,"red","blue",4,0.9,"321-2",0.5,332,231,"color",0.75,1,0.75,332,132,"blue",3,20.8343333333333,"female",0.85,0,"['cloud', 'circle', 'square', 'polka-dotted']",2,1,132,"blue","321",3,"red","green","green",0.361702127659574,1,"Yes",1,4,30,"very nice","english","Female"
"89",17,322,26991,0.5,0.09375,"red",331,3,"green","striped",0,"red","red",3,0.7,"321-3",0,333,322,"color",0.8,2,0.15,333,331,"blue",0,13.9374666666667,"male",0.65,1,"['square', 'striped', 'polka-dotted']",2,0.5,322,"green","321",3,"blue","blue","green",0.40625,3,"Yes",2,2,57,"that was a fun hit, I like something that makes you think!!","english","Female"
"90",17,121,13990,0.5,0.125,"red",121,3,"green","striped",0,"red","red",2,0.7,"331-3",0,123,122,"color",0.8,2,0.2,123,121,"blue",1,13.9374666666667,"male",0.6,1,"['cloud', 'striped']",2,0.5,122,"green","331",3,"blue","blue","green",0.375,3,"Yes",2,2,57,"that was a fun hit, I like something that makes you think!!","english","Female"
"91",17,231,27271,0.5,0.125,"red",231,3,"green","circle",0,"red","red",3,0.7,"321-3",0,232,333,"color",0.8,2,0.2,333,231,"blue",2,13.9374666666667,"male",0.6,1,"['circle', 'square', 'polka-dotted']",2,0.5,232,"green","321",3,"blue","blue","green",0.375,3,"Yes",2,2,57,"that was a fun hit, I like something that makes you think!!","english","Female"
"92",17,323,28641,0.470588235294118,0.0882352941176471,"red",312,3,"green","striped",0,"red","red",4,0.7,"321-2",0,333,312,"color",0.8,2,0.15,333,323,"blue",3,13.9374666666667,"male",0.75,1,"['square', 'solid', 'striped', 'polka-dotted']",2,0.5,323,"green","321",3,"blue","blue","green",0.441176470588235,3,"Yes",2,2,57,"that was a fun hit, I like something that makes you think!!","english","Female"
"93",17,231,8592,0.555555555555555,0.37037037037037,"blue",231,3,"green","polka-dotted",1,"red","blue",4,0.75,"22a1-3",1,112,231,"color",0.75,2,0.5,113,113,"blue",0,13.9374666666667,"male",0.1,0.5,"['cloud', 'circle', 'solid', 'polka-dotted']",1,0,112,"red","22a1",3,"green","red","green",0.0740740740740741,3,"Yes",2,2,57,"that was a fun hit, I like something that makes you think!!","english","Female"
"94",17,211,12941,0.533333333333333,0.0333333333333333,"blue",211,3,"green","circle",1,"red","blue",4,0.75,"321-2",1,113,313,"color",0.8,2,0.05,313,211,"blue",1,13.9374666666667,"male",0.65,0.5,"['cloud', 'circle', 'square', 'solid']",1,0,113,"red","321",3,"green","red","green",0.433333333333333,3,"Yes",2,2,57,"that was a fun hit, I like something that makes you think!!","english","Female"
"95",17,212,11851,0.307692307692308,0.461538461538462,"blue",111,3,"green","circle",1,"red","blue",4,0.75,"311-3",1,313,212,"color",0.6,2,0.9,313,111,"blue",2,13.9374666666667,"male",0.45,0.5,"['cloud', 'circle', 'square', 'solid']",1,0,212,"red","311",3,"green","red","green",0.230769230769231,3,"Yes",2,2,57,"that was a fun hit, I like something that makes you think!!","english","Female"
"96",17,212,8662,0.171428571428571,0.514285714285714,"blue",321,3,"green","circle",1,"red","blue",5,0.75,"211-3",1,113,321,"color",0.3,2,0.9,113,212,"blue",3,13.9374666666667,"male",0.55,0.5,"['cloud', 'circle', 'square', 'solid', 'striped']",1,0,212,"red","211",3,"green","red","green",0.314285714285714,3,"Yes",2,2,57,"that was a fun hit, I like something that makes you think!!","english","Female"
"97",18,221,7621,0.428571428571429,0.542857142857143,"striped",221,3,"solid","blue",0,"striped","polka-dotted",4,0.9,"22a2b-2a",0,332,221,"texture",0.75,5,0.95,332,222,"solid",0,14.5136,"female",0.05,1,"['circle', 'square', 'blue', 'red']",2,0.5,222,"polka-dotted","22a2b",2,"solid","striped","polka-dotted",0.0285714285714286,4,"Yes",2,3,53,NA,"English","Female"
"98",18,111,23031,0.633333333333333,0.333333333333333,"striped",111,3,"solid","cloud",0,"striped","polka-dotted",4,0.9,"22a1-3",0,121,111,"texture",0.95,5,0.5,233,233,"solid",1,14.5136,"female",0.05,1,"['cloud', 'circle', 'blue', 'green']",2,0.5,121,"polka-dotted","22a1",2,"solid","striped","polka-dotted",0.0333333333333333,4,"Yes",2,3,53,NA,"English","Female"
"99",18,123,25971,0.37037037037037,0.555555555555555,"striped",123,3,"solid","cloud",0,"striped","polka-dotted",3,0.9,"322b-2",0,133,123,"texture",0.5,5,0.75,233,233,"solid",2,14.5136,"female",0.1,1,"['cloud', 'circle', 'green']",2,0.5,133,"polka-dotted","322b",2,"solid","striped","polka-dotted",0.0740740740740741,4,"Yes",2,3,53,NA,"English","Female"
"100",18,321,27410,0.321428571428571,0.642857142857143,"striped",321,3,"solid","blue",0,"striped","polka-dotted",4,0.9,"321-2",0,332,321,"texture",0.45,5,0.9,333,333,"solid",3,14.5136,"female",0.05,1,"['square', 'blue', 'red', 'green']",2,0.5,332,"polka-dotted","321",2,"solid","striped","polka-dotted",0.0357142857142857,4,"Yes",2,3,53,NA,"English","Female"
"101",18,211,29010,0.0555555555555556,0.833333333333333,"cloud",211,3,"cloud","blue",1,"circle","circle",4,0.35,"22a2b-2b",1,233,333,"shape",0.05,5,0.75,333,211,"cloud",0,14.5136,"female",0.1,0.5,"['solid', 'polka-dotted', 'blue', 'green']",3,0,233,"circle","22a2b",1,"square","square","square",0.111111111111111,4,"Yes",2,3,53,NA,"English","Female"
"102",18,331,3950,0.27027027027027,0.459459459459459,"cloud",121,3,"cloud","polka-dotted",1,"circle","circle",4,0.35,"22b2b-2",1,331,322,"shape",0.5,5,0.85,322,121,"cloud",1,14.5136,"female",0.5,0.5,"['striped', 'polka-dotted', 'blue', 'red']",3,0,331,"circle","22b2b",1,"square","square","square",0.27027027027027,4,"Yes",2,3,53,NA,"English","Female"
"103",18,311,0,0.130434782608696,0.130434782608696,"cloud",111,3,"cloud","solid",1,"circle","circle",2,0.35,"331-3",1,311,111,"shape",0.15,5,0.15,311,211,"cloud",2,14.5136,"female",0.85,0.5,"['solid', 'blue']",3,0,211,"circle","331",1,"square","square","square",0.739130434782609,4,"Yes",2,3,53,NA,"English","Female"
"104",18,323,19600,0.333333333333333,0.0666666666666667,"cloud",113,3,"cloud","striped",1,"circle","circle",3,0.35,"321-3",1,323,113,"shape",0.5,5,0.1,323,213,"cloud",3,14.5136,"female",0.9,0.5,"['solid', 'striped', 'green']",3,0,213,"circle","321",1,"square","square","square",0.6,4,"Yes",2,3,53,NA,"English","Female"
"105",19,123,14130,0.354838709677419,0.32258064516129,"square",321,4,"circle","green",0,"circle","square",4,0,"311-3",0.5,123,222,"shape",0.55,3,0.5,123,321,"cloud",0,11.4823,"male",0.5,0,"['striped', 'blue', 'red', 'green']",1,1,222,"cloud","311",1,"circle","cloud","square",0.32258064516129,3,"Yes",2,4,27,NA,"english","Male"
"106",19,122,6360,0.375,0.3125,"square",212,4,"circle","striped",0,"circle","square",4,0,"321-2",0.5,232,122,"shape",0.6,3,0.5,232,212,"cloud",1,11.4823,"male",0.5,0,"['solid', 'striped', 'polka-dotted', 'red']",1,1,122,"cloud","321",1,"circle","cloud","square",0.3125,3,"Yes",2,4,27,NA,"english","Male"
"107",19,131,17890,0.375,0.3125,"square",121,4,"circle","polka-dotted",0,"circle","square",4,0,"22a2b-2a",0.5,131,121,"shape",0.6,3,0.5,323,323,"cloud",2,11.4823,"male",0.5,0,"['striped', 'polka-dotted', 'blue', 'green']",1,1,131,"cloud","22a2b",1,"circle","cloud","square",0.3125,3,"Yes",2,4,27,NA,"english","Male"
"108",19,233,24930,0.363636363636364,0.333333333333333,"square",121,4,"circle","green",0,"circle","square",5,0,"211-3",0.5,233,313,"shape",0.6,3,0.55,233,121,"cloud",3,11.4823,"male",0.5,0,"['solid', 'striped', 'polka-dotted', 'blue', 'green']",1,1,313,"cloud","211",1,"circle","cloud","square",0.303030303030303,3,"Yes",2,4,27,NA,"english","Male"
"109",19,313,11482,0.32258064516129,0.32258064516129,"blue",311,4,"blue","solid",1,"red","red",4,0.1,"22a2b-2b",1,313,311,"color",0.5,3,0.5,313,221,"blue",0,11.4823,"male",0.55,0.5,"['circle', 'square', 'solid', 'striped']",3,0,221,"red","22a2b",3,"green","green","green",0.354838709677419,3,"Yes",2,4,27,NA,"english","Male"
"110",19,313,12472,0.3125,0.3125,"blue",311,4,"blue","solid",1,"red","red",4,0.1,"22a1-3",1,311,313,"color",0.5,3,0.5,313,132,"blue",1,11.4823,"male",0.6,0.5,"['cloud', 'square', 'solid', 'polka-dotted']",3,0,132,"red","22a1",3,"green","green","green",0.375,3,"Yes",2,4,27,NA,"english","Male"
"111",19,231,7921,0.333333333333333,0.303030303030303,"blue",231,4,"blue","polka-dotted",1,"red","red",4,0.1,"321-2",1,231,332,"color",0.55,3,0.5,332,132,"blue",2,11.4823,"male",0.6,0.5,"['cloud', 'circle', 'square', 'polka-dotted']",3,0,132,"red","321",3,"green","green","green",0.363636363636364,3,"Yes",2,4,27,NA,"english","Male"
"112",19,113,11372,0.323529411764706,0.294117647058823,"blue",132,4,"blue","cloud",1,"red","red",4,0.1,"22a2b-2a",1,132,113,"color",0.55,3,0.5,213,213,"blue",3,11.4823,"male",0.65,0.5,"['cloud', 'circle', 'solid', 'polka-dotted']",3,0,113,"red","22a2b",3,"green","green","green",0.382352941176471,3,"Yes",2,4,27,NA,"english","Male"
"113",20,321,4671,0.256410256410256,0.487179487179487,"striped",311,5,"polka-dotted","square",0,"striped","solid",4,0.55,"22a1-3",1,132,321,"texture",0.5,4,0.95,132,311,"solid",0,14.3877166666667,"male",0.5,0,"['cloud', 'square', 'blue', 'red']",2,0.5,321,"solid","22a1",2,"polka-dotted","striped","polka-dotted",0.256410256410256,5,"Yes",2,2,46,NA,"English","Female"
"114",20,232,19041,0.208333333333333,0.395833333333333,"striped",222,5,"polka-dotted","circle",0,"striped","solid",4,0.55,"22a2b-2b",1,232,222,"texture",0.5,4,0.95,323,323,"solid",1,14.3877166666667,"male",0.95,0,"['circle', 'square', 'red', 'green']",2,0.5,232,"solid","22a2b",2,"polka-dotted","striped","polka-dotted",0.395833333333333,5,"Yes",2,2,46,NA,"English","Female"
"115",20,132,5531,0.208333333333333,0.395833333333333,"striped",231,5,"polka-dotted","red",0,"striped","solid",5,0.55,"22b1-2",1,322,231,"texture",0.5,4,0.95,132,132,"solid",2,14.3877166666667,"male",0.95,0,"['cloud', 'circle', 'square', 'blue', 'red']",2,0.5,322,"solid","22b1",2,"polka-dotted","striped","polka-dotted",0.395833333333333,5,"Yes",2,2,46,NA,"English","Female"
"116",20,233,24761,0.136363636363636,0.431818181818182,"striped",321,5,"polka-dotted","green",0,"striped","solid",4,0.55,"22a1-3",1,233,321,"texture",0.3,4,0.95,233,213,"solid",3,14.3877166666667,"male",0.95,0,"['circle', 'square', 'blue', 'green']",2,0.5,213,"solid","22a1",2,"polka-dotted","striped","polka-dotted",0.431818181818182,5,"Yes",2,2,46,NA,"English","Female"
"117",20,122,18400,0.487179487179487,0.256410256410256,"circle",121,5,"circle","striped",1,"circle","square",4,0.65,"321-2",0,121,323,"shape",0.95,4,0.5,323,122,"cloud",0,14.3877166666667,"male",0.5,1,"['striped', 'blue', 'red', 'green']",3,0.5,122,"square","321",1,"cloud","cloud","square",0.256410256410256,5,"Yes",2,2,46,NA,"English","Female"
"118",20,222,16440,0.395833333333333,0.395833333333333,"circle",222,5,"circle","red",1,"circle","square",3,0.65,"322b-2",0,222,223,"shape",0.95,4,0.95,223,322,"cloud",1,14.3877166666667,"male",0.5,1,"['striped', 'red', 'green']",3,0.5,322,"square","322b",1,"cloud","cloud","square",0.208333333333333,5,"Yes",2,2,46,NA,"English","Female"
"119",20,112,11770,0.431818181818182,0.431818181818182,"circle",211,5,"circle","solid",1,"circle","square",4,0.65,"311-3",0,313,112,"shape",0.95,4,0.95,313,211,"cloud",2,14.3877166666667,"male",0.3,1,"['solid', 'blue', 'red', 'green']",3,0.5,112,"square","311",1,"cloud","cloud","square",0.136363636363636,5,"Yes",2,2,46,NA,"English","Female"
"120",20,123,15180,0.431818181818182,0.431818181818182,"circle",332,5,"circle","green",1,"circle","square",5,0.65,"211-3",0,213,332,"shape",0.95,4,0.95,123,123,"cloud",3,14.3877166666667,"male",0.3,1,"['solid', 'striped', 'polka-dotted', 'red', 'green']",3,0.5,213,"square","211",1,"cloud","cloud","square",0.136363636363636,5,"Yes",2,2,46,NA,"English","Female"
"121",21,113,25711,0.714285714285714,0.107142857142857,"striped",113,1,"polka-dotted","cloud",0,"striped","solid",4,1,"311-3",1,323,233,"texture",1,3,0.15,233,113,"solid",0,27.0047333333333,"male",0.25,0,"['cloud', 'circle', 'square', 'green']",2,0.5,323,"solid","311",2,"polka-dotted","striped","polka-dotted",0.178571428571429,2,"Yes",1,2,51,"Little confused in the pack man task but OK.","English","Male"
"122",21,232,22711,0.258064516129032,0.161290322580645,"striped",232,1,"polka-dotted","red",0,"striped","solid",4,1,"22b2b-2",1,133,232,"texture",0.4,3,0.25,133,223,"solid",1,27.0047333333333,"male",0.9,0,"['cloud', 'circle', 'red', 'green']",2,0.5,223,"solid","22b2b",2,"polka-dotted","striped","polka-dotted",0.580645161290323,2,"Yes",1,2,51,"Little confused in the pack man task but OK.","English","Male"
"123",21,213,11371,0.512820512820513,0.205128205128205,"striped",132,1,"polka-dotted","circle",0,"striped","solid",4,1,"22a2b-2a",1,213,113,"texture",1,3,0.4,213,132,"solid",2,27.0047333333333,"male",0.55,0,"['cloud', 'circle', 'red', 'green']",2,0.5,113,"solid","22a2b",2,"polka-dotted","striped","polka-dotted",0.282051282051282,2,"Yes",1,2,51,"Little confused in the pack man task but OK.","English","Male"
"124",21,121,23311,0.0689655172413793,0.620689655172414,"striped",121,1,"polka-dotted","cloud",0,"striped","solid",5,1,"22b1-2",1,121,331,"texture",0.1,3,0.9,233,233,"solid",3,27.0047333333333,"male",0.45,0,"['cloud', 'circle', 'square', 'blue', 'green']",2,0.5,331,"solid","22b1",2,"polka-dotted","striped","polka-dotted",0.310344827586207,2,"Yes",1,2,51,"Little confused in the pack man task but OK.","English","Male"
"125",21,113,8390,0.571428571428571,0.142857142857143,"cloud",311,1,"square","green",1,"circle","circle",4,1,"22b1-3",0,311,231,"shape",1,3,0.25,113,113,"cloud",0,27.0047333333333,"male",0.5,0.5,"['solid', 'polka-dotted', 'blue', 'green']",1,1,231,"square","22b1",1,"circle","cloud","square",0.285714285714286,2,"Yes",1,2,51,"Little confused in the pack man task but OK.","English","Male"
"126",21,111,3310,0.606060606060606,0.303030303030303,"cloud",111,1,"square","blue",1,"circle","circle",4,1,"22a2b-2a",0,212,111,"shape",1,3,0.5,222,222,"cloud",1,27.0047333333333,"male",0.15,0.5,"['solid', 'striped', 'blue', 'red']",1,1,212,"square","22a2b",1,"circle","cloud","square",0.0909090909090909,2,"Yes",1,2,51,"Little confused in the pack man task but OK.","English","Male"
"127",21,131,2160,0.645161290322581,0.258064516129032,"cloud",131,1,"square","polka-dotted",1,"circle","circle",4,1,"22a1-3",0,131,312,"shape",1,3,0.4,312,212,"cloud",2,27.0047333333333,"male",0.15,0.5,"['solid', 'polka-dotted', 'blue', 'red']",1,1,212,"square","22a1",1,"circle","cloud","square",0.0967741935483871,2,"Yes",1,2,51,"Little confused in the pack man task but OK.","English","Male"
"128",21,132,4690,0.5,0.225,"cloud",221,1,"square","polka-dotted",1,"circle","circle",4,1,"22a1-3",0,132,321,"shape",1,3,0.45,132,221,"cloud",3,27.0047333333333,"male",0.55,0.5,"['striped', 'polka-dotted', 'blue', 'red']",1,1,321,"square","22a1",1,"circle","cloud","square",0.275,2,"Yes",1,2,51,"Little confused in the pack man task but OK.","English","Male"
"129",22,223,25430,0.2,0.466666666666667,"circle",122,5,"circle","striped",0,"circle","cloud",4,1,"22a2b-2a",1,223,122,"shape",0.3,5,0.7,233,233,"cloud",0,13.39665,"female",0.5,0,"['striped', 'polka-dotted', 'red', 'green']",3,0.5,223,"cloud","22a2b",1,"square","square","square",0.333333333333333,5,"Yes",2,2,43,"An odd mix of things, but very interesting.","English","Male"
"130",22,323,25620,0.166666666666667,0.333333333333333,"circle",112,5,"circle","green",0,"circle","cloud",5,1,"211-3",1,112,233,"shape",0.25,5,0.5,233,323,"cloud",1,13.39665,"female",0.75,0,"['solid', 'striped', 'polka-dotted', 'red', 'green']",3,0.5,323,"cloud","211",1,"square","square","square",0.5,5,"Yes",2,2,43,"An odd mix of things, but very interesting.","English","Male"
"131",22,322,4230,0.15625,0.3125,"circle",221,5,"circle","striped",0,"circle","cloud",4,1,"22a2b-2a",1,221,322,"shape",0.25,5,0.5,322,312,"cloud",2,13.39665,"female",0.85,0,"['solid', 'striped', 'blue', 'red']",3,0.5,312,"cloud","22a2b",1,"square","square","square",0.53125,5,"Yes",2,2,43,"An odd mix of things, but very interesting.","English","Male"
"132",22,222,23900,0,0.344827586206897,"circle",122,5,"circle","striped",0,"circle","cloud",4,1,"22a2b-2b",1,122,222,"shape",0,5,0.5,233,233,"cloud",3,13.39665,"female",0.95,0,"['striped', 'polka-dotted', 'red', 'green']",3,0.5,222,"cloud","22a2b",1,"square","square","square",0.655172413793103,5,"Yes",2,2,43,"An odd mix of things, but very interesting.","English","Male"
"133",22,131,15670,0.466666666666667,0.2,"cloud",131,5,"cloud","polka-dotted",1,"circle","circle",4,1,"22a2b-2b",1,231,131,"shape",0.7,5,0.3,223,223,"cloud",0,13.39665,"female",0.5,0.5,"['striped', 'polka-dotted', 'blue', 'green']",3,0,231,"circle","22a2b",1,"square","square","square",0.333333333333333,5,"Yes",2,2,43,"An odd mix of things, but very interesting.","English","Male"
"134",22,312,21880,0.333333333333333,0.166666666666667,"cloud",312,5,"cloud","solid",1,"circle","circle",4,1,"22a2b-2a",1,312,113,"shape",0.5,5,0.25,133,133,"cloud",1,13.39665,"female",0.75,0.5,"['solid', 'polka-dotted', 'red', 'green']",3,0,113,"circle","22a2b",1,"square","square","square",0.5,5,"Yes",2,2,43,"An odd mix of things, but very interesting.","English","Male"
"135",22,321,5700,0.3125,0.15625,"cloud",111,5,"cloud","blue",1,"circle","circle",5,1,"211-3",1,232,321,"shape",0.5,5,0.25,232,111,"cloud",2,13.39665,"female",0.85,0.5,"['solid', 'striped', 'polka-dotted', 'blue', 'red']",3,0,321,"circle","211",1,"square","square","square",0.53125,5,"Yes",2,2,43,"An odd mix of things, but very interesting.","English","Male"
"136",22,312,3470,0.333333333333333,0,"cloud",131,5,"cloud","red",1,"circle","circle",5,1,"211-3",1,312,131,"shape",0.5,5,0,222,222,"cloud",3,13.39665,"female",1,0.5,"['solid', 'striped', 'polka-dotted', 'blue', 'red']",3,0,312,"circle","211",1,"square","square","square",0.666666666666667,5,"Yes",2,2,43,"An odd mix of things, but very interesting.","English","Male"
"137",23,113,8361,1,0,"solid",321,4,"solid","green",0,"striped","polka-dotted",4,0.1,"22b1-3",1,113,321,"texture",1,3,0,113,131,"solid",0,5.15125,"female",0,0.5,"['cloud', 'square', 'blue', 'green']",0,0,131,"striped","22b1",2,"polka-dotted","striped","polka-dotted",0,4,"Yes",2,3,24,NA,"English","Female"
"138",23,323,19301,0.259259259259259,0.740740740740741,"solid",131,4,"solid","square",0,"striped","polka-dotted",4,0.1,"22b1-3",1,131,323,"texture",0.35,3,1,323,113,"solid",1,5.15125,"female",0,0.5,"['cloud', 'square', 'blue', 'green']",0,0,113,"striped","22b1",2,"polka-dotted","striped","polka-dotted",0,4,"Yes",2,3,24,NA,"English","Female"
"139",23,321,26600,0.130434782608696,0.869565217391304,"solid",321,4,"solid","blue",0,"striped","polka-dotted",4,0.1,"311-3",1,312,333,"texture",0.15,3,1,333,321,"solid",2,5.15125,"female",0,0.5,"['square', 'blue', 'red', 'green']",0,0,312,"striped","311",2,"polka-dotted","striped","polka-dotted",0,4,"Yes",2,3,24,NA,"English","Female"
"140",23,113,24601,0.393939393939394,0.606060606060606,"solid",231,4,"solid","cloud",0,"striped","polka-dotted",4,0.1,"22a2b-2a",1,231,113,"texture",0.65,3,1,233,233,"solid",3,5.15125,"female",0,0.5,"['cloud', 'circle', 'blue', 'green']",0,0,113,"striped","22a2b",2,"polka-dotted","striped","polka-dotted",0,4,"Yes",2,3,24,NA,"English","Female"
"141",23,321,25151,0.277777777777778,0.444444444444444,"striped",321,4,"polka-dotted","square",1,"striped","solid",5,0.2,"22b1-2",1,233,321,"texture",0.5,3,0.8,233,123,"solid",0,5.15125,"female",0.5,0,"['cloud', 'circle', 'square', 'blue', 'green']",2,0.5,123,"solid","22b1",2,"polka-dotted","striped","polka-dotted",0.277777777777778,4,"Yes",2,3,24,NA,"English","Female"
